date,Usage_kWh,Lagging_Current_Reactive_Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2_tCO2,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type
2018-06-23 12:00:00,6.526,4.098,0.29,0.02903,0.85,0.94,43200,Weekend,Saturday,Medium_Load
2018-06-23 12:15:00,6.78,3.495,0.334,0.02923,0.86,1.0,44100,Weekend,Saturday,Medium_Load
2018-06-23 12:30:00,6.3,2.903,0.37,0.02696,0.89,0.94,45000,Weekend,Saturday,Medium_Load
2018-06-23 12:45:00,6.942,2.631,0.628,0.03382,0.86,0.94,45900,Weekend,Saturday,Medium_Load
2018-06-23 13:00:00,6.31,2.079,0.657,0.02896,0.86,0.97,46800,Weekend,Saturday,Medium_Load
2018-06-23 13:15:00,6.623,2.612,0.617,0.02866,0.93,0.95,47700,Weekend,Saturday,Medium_Load
2018-06-23 13:30:00,6.739,2.836,0.656,0.03076,0.89,0.98,48600,Weekend,Saturday,Medium_Load
2018-06-23 13:45:00,6.938,2.716,0.491,0.0303,0.89,0.94,49500,Weekend,Saturday,Medium_Load
2018-06-23 14:00:00,6.705,3.257,0.233,0.03163,0.83,0.98,50400,Weekend,Saturday,Medium_Load
2018-06-23 14:15:00,6.837,1.668,0.279,0.03141,0.9,0.95,51300,Weekend,Saturday,Medium_Load
2018-06-23 14:30:00,6.671,2.125,0.182,0.02996,0.9,0.94,52200,Weekend,Saturday,Medium_Load
2018-06-23 14:45:00,6.67,2.789,0.419,0.03012,0.9,0.92,53100,Weekend,Saturday,Medium_Load
2018-06-23 15:00:00,6.699,2.708,0.092,0.02783,0.9,0.93,54000,Weekend,Saturday,Medium_Load
2018-06-23 15:15:00,6.631,3.588,0.108,0.02948,0.89,0.95,54900,Weekend,Saturday,Medium_Load
2018-06-23 15:30:00,6.256,3.321,0.087,0.02999,0.88,0.94,55800,Weekend,Saturday,Medium_Load
2018-06-23 15:45:00,6.486,3.044,0.258,0.0277,0.86,0.91,56700,Weekend,Saturday,Medium_Load
2018-06-23 16:00:00,6.739,2.32,0.222,0.03167,0.89,0.95,57600,Weekend,Saturday,Medium_Load
2018-06-23 16:15:00,6.616,2.476,0.064,0.03083,0.88,0.97,58500,Weekend,Saturday,Medium_Load
2018-06-23 16:30:00,6.639,3.711,0.336,0.02896,0.89,0.94,59400,Weekend,Saturday,Medium_Load
2018-06-23 16:45:00,6.597,3.221,0.452,0.03347,0.89,0.95,60300,Weekend,Saturday,Medium_Load
2018-06-23 17:00:00,6.462,1.871,0.108,0.02959,0.91,0.91,61200,Weekend,Saturday,Medium_Load
2018-06-23 17:15:00,6.555,3.079,0.231,0.02981,0.9,0.95,62100,Weekend,Saturday,Medium_Load
2018-06-23 17:30:00,6.601,2.031,0.218,0.03128,0.89,0.93,63000,Weekend,Saturday,Medium_Load
2018-06-23 17:45:00,6.679,2.336,0.4,0.02708,0.91,0.91,63900,Weekend,Saturday,Medium_Load
2018-06-23 18:00:00,6.776,3.701,0.416,0.03401,0.88,0.93,64800,Weekend,Saturday,Medium_Load
2018-06-23 18:15:00,6.633,1.968,0.518,0.03015,0.89,0.99,65700,Weekend,Saturday,Medium_Load
2018-06-23 18:30:00,6.421,3.4,0.227,0.02723,0.86,0.94,66600,Weekend,Saturday,Medium_Load
2018-06-23 18:45:00,6.328,2.596,0.336,0.031,0.88,0.98,67500,Weekend,Saturday,Medium_Load
2018-06-23 19:00:00,7.327,3.742,0.23,0.03387,0.89,0.98,68400,Weekend,Saturday,Medium_Load
2018-06-23 19:15:00,6.396,2.307,0.635,0.02948,0.87,0.95,69300,Weekend,Saturday,Medium_Load
2018-06-23 19:30:00,6.548,2.766,0.611,0.03126,0.92,0.97,70200,Weekend,Saturday,Medium_Load
2018-06-23 19:45:00,6.807,1.981,0.511,0.02805,0.88,0.95,71100,Weekend,Saturday,Medium_Load
2018-06-23 20:00:00,6.768,3.339,0.006,0.02996,0.86,0.97,72000,Weekend,Saturday,Medium_Load
2018-06-23 20:15:00,6.808,1.851,0.248,0.03187,0.89,0.94,72900,Weekend,Saturday,Medium_Load
2018-06-23 20:30:00,6.567,2.671,0.409,0.02935,0.91,0.97,73800,Weekend,Saturday,Medium_Load
2018-06-23 20:45:00,6.738,2.913,0.609,0.03035,0.86,0.95,74700,Weekend,Saturday,Medium_Load
2018-06-23 21:00:00,6.693,3.369,0.223,0.03081,0.91,0.98,75600,Weekend,Saturday,Medium_Load
2018-06-23 21:15:00,6.6,2.698,0.597,0.02673,0.91,0.93,76500,Weekend,Saturday,Medium_Load
2018-06-23 21:30:00,6.739,2.035,0.376,0.02849,0.93,0.94,77400,Weekend,Saturday,Medium_Load
2018-06-23 21:45:00,6.942,3.18,0.704,0.03305,0.89,0.93,78300,Weekend,Saturday,Medium_Load
2018-06-23 22:00:00,2.962,1.658,0.224,0.01289,0.88,0.93,79200,Weekend,Saturday,Light_Load
2018-06-23 22:15:00,2.964,1.211,0.136,0.01225,0.86,0.95,80100,Weekend,Saturday,Light_Load
2018-06-23 22:30:00,3.235,1.061,0.092,0.01458,0.9,0.96,81000,Weekend,Saturday,Light_Load
2018-06-23 22:45:00,3.208,1.77,0.202,0.01425,0.85,0.96,81900,Weekend,Saturday,Light_Load
2018-06-23 23:00:00,3.364,1.599,0.178,0.01614,0.9,0.98,82800,Weekend,Saturday,Light_Load
2018-06-23 23:15:00,2.529,1.793,0.295,0.01151,0.87,0.97,83700,Weekend,Saturday,Light_Load
2018-06-23 23:30:00,3.194,1.376,0.272,0.01416,0.86,0.94,84600,Weekend,Saturday,Light_Load
2018-06-23 23:45:00,3.118,1.329,0.382,0.01381,0.9,0.94,85500,Weekend,Saturday,Light_Load
2018-06-24 00:00:00,2.747,1.005,0.0,0.01224,0.89,0.98,0,Weekend,Sunday,Light_Load
2018-06-24 00:15:00,3.031,0.832,0.176,0.0133,0.92,0.95,900,Weekend,Sunday,Light_Load
2018-06-24 00:30:00,3.231,1.8,0.338,0.01553,0.87,0.95,1800,Weekend,Sunday,Light_Load
2018-06-24 00:45:00,2.761,1.174,0.0,0.01257,0.86,0.99,2700,Weekend,Sunday,Light_Load
2018-06-24 01:00:00,3.079,1.895,0.372,0.01402,0.86,0.99,3600,Weekend,Sunday,Light_Load
2018-06-24 01:15:00,3.186,1.888,0.082,0.01385,0.87,0.96,4500,Weekend,Sunday,Light_Load
2018-06-24 01:30:00,2.7,0.608,0.145,0.01183,0.93,0.95,5400,Weekend,Sunday,Light_Load
2018-06-24 01:45:00,2.932,1.481,0.035,0.01352,0.88,0.91,6300,Weekend,Sunday,Light_Load
2018-06-24 02:00:00,3.043,1.165,0.199,0.01331,0.89,0.95,7200,Weekend,Sunday,Light_Load
2018-06-24 02:15:00,2.769,1.75,0.07,0.01191,0.87,0.98,8100,Weekend,Sunday,Light_Load
2018-06-24 02:30:00,2.748,1.242,0.255,0.01334,0.91,0.94,9000,Weekend,Sunday,Light_Load
2018-06-24 02:45:00,2.934,1.094,0.165,0.01279,0.91,0.95,9900,Weekend,Sunday,Light_Load
2018-06-24 03:00:00,3.168,1.401,0.053,0.01458,0.91,0.94,10800,Weekend,Sunday,Light_Load
2018-06-24 03:15:00,3.129,1.528,0.254,0.01399,0.89,0.95,11700,Weekend,Sunday,Light_Load
2018-06-24 03:30:00,2.753,1.062,0.131,0.01233,0.89,0.95,12600,Weekend,Sunday,Light_Load
2018-06-24 03:45:00,3.131,0.688,0.2,0.01486,0.91,0.95,13500,Weekend,Sunday,Light_Load
2018-06-24 04:00:00,2.759,1.447,0.141,0.01362,0.88,0.94,14400,Weekend,Sunday,Light_Load
2018-06-24 04:15:00,2.565,1.185,0.289,0.01217,0.89,0.94,15300,Weekend,Sunday,Light_Load
2018-06-24 04:30:00,2.876,1.508,0.335,0.01242,0.86,0.92,16200,Weekend,Sunday,Light_Load
2018-06-24 04:45:00,3.249,2.101,0.149,0.01474,0.82,0.91,17100,Weekend,Sunday,Light_Load
2018-06-24 05:00:00,3.132,1.242,0.0,0.01462,0.87,0.93,18000,Weekend,Sunday,Light_Load
2018-06-24 05:15:00,2.968,1.358,0.07,0.01376,0.88,0.95,18900,Weekend,Sunday,Light_Load
2018-06-24 05:30:00,2.864,1.585,0.056,0.01296,0.88,0.99,19800,Weekend,Sunday,Light_Load
2018-06-24 05:45:00,2.871,1.175,0.211,0.01332,0.88,0.94,20700,Weekend,Sunday,Light_Load
2018-06-24 06:00:00,6.705,2.115,0.586,0.02751,0.93,0.95,21600,Weekend,Sunday,Medium_Load
2018-06-24 06:15:00,6.411,2.672,0.77,0.02868,0.88,0.95,22500,Weekend,Sunday,Medium_Load
2018-06-24 06:30:00,6.591,2.858,0.756,0.02977,0.84,0.92,23400,Weekend,Sunday,Medium_Load
2018-06-24 06:45:00,6.624,2.381,0.527,0.02844,0.88,0.94,24300,Weekend,Sunday,Medium_Load
2018-06-24 07:00:00,6.34,2.898,0.203,0.0276,0.9,0.96,25200,Weekend,Sunday,Medium_Load
2018-06-24 07:15:00,6.468,2.94,0.236,0.03069,0.9,0.92,26100,Weekend,Sunday,Medium_Load
2018-06-24 07:30:00,6.781,3.098,0.435,0.02973,0.87,0.93,27000,Weekend,Sunday,Medium_Load
2018-06-24 07:45:00,6.68,3.145,0.296,0.03041,0.93,0.97,27900,Weekend,Sunday,Medium_Load
2018-06-24 08:00:00,6.601,1.988,0.105,0.02747,0.89,0.96,28800,Weekend,Sunday,Medium_Load
2018-06-24 08:15:00,6.45,3.04,0.394,0.02727,0.89,0.93,29700,Weekend,Sunday,Medium_Load
2018-06-24 08:30:00,7.072,2.285,0.403,0.02818,0.92,0.93,30600,Weekend,Sunday,Medium_Load
2018-06-24 08:45:00,6.469,3.315,0.04,0.02727,0.88,0.96,31500,Weekend,Sunday,Medium_Load
2018-06-24 09:00:00,6.741,3.157,0.434,0.02839,0.88,0.94,32400,Weekend,Sunday,Medium_Load
2018-06-24 09:15:00,6.556,2.254,0.313,0.02912,0.89,0.97,33300,Weekend,Sunday,Medium_Load
2018-06-24 09:30:00,6.687,2.229,0.19,0.03184,0.9,0.93,34200,Weekend,Sunday,Medium_Load
2018-06-24 09:45:00,6.792,2.52,0.352,0.0301,0.89,0.97,35100,Weekend,Sunday,Medium_Load
2018-06-24 10:00:00,6.335,2.62,0.622,0.0264,0.86,0.96,36000,Weekend,Sunday,Medium_Load
2018-06-24 10:15:00,6.676,2.382,0.645,0.02871,0.9,0.97,36900,Weekend,Sunday,Medium_Load
2018-06-24 10:30:00,6.976,1.848,0.528,0.03274,0.88,0.98,37800,Weekend,Sunday,Medium_Load
2018-06-24 10:45:00,7.118,2.657,0.393,0.03234,0.89,0.95,38700,Weekend,Sunday,Medium_Load
2018-06-24 11:00:00,15.905,5.5,0.326,0.08614,0.9,0.96,39600,Weekend,Sunday,Medium_Load
2018-06-24 11:15:00,6.688,2.824,0.414,0.03096,0.88,0.97,40500,Weekend,Sunday,Medium_Load
2018-06-24 11:30:00,7.231,3.586,0.156,0.0314,0.87,0.97,41400,Weekend,Sunday,Medium_Load
2018-06-24 11:45:00,6.962,2.72,0.381,0.03053,0.91,0.94,42300,Weekend,Sunday,Medium_Load
2018-06-24 12:00:00,6.524,3.164,0.336,0.02847,0.86,0.94,43200,Weekend,Sunday,Medium_Load
2018-06-24 12:15:00,6.523,1.967,0.325,0.03112,0.91,0.96,44100,Weekend,Sunday,Medium_Load
2018-06-24 12:30:00,6.917,3.285,0.674,0.0316,0.88,0.99,45000,Weekend,Sunday,Medium_Load
2018-06-24 12:45:00,6.425,1.804,0.806,0.02955,0.89,0.95,45900,Weekend,Sunday,Medium_Load
2018-06-24 13:00:00,6.95,2.379,0.271,0.03013,0.89,0.97,46800,Weekend,Sunday,Medium_Load
2018-06-24 13:15:00,6.762,2.236,0.331,0.02924,0.89,0.96,47700,Weekend,Sunday,Medium_Load
2018-06-24 13:30:00,6.807,2.924,0.587,0.03109,0.9,0.96,48600,Weekend,Sunday,Medium_Load
2018-06-24 13:45:00,6.614,4.072,0.145,0.03072,0.91,0.94,49500,Weekend,Sunday,Medium_Load
2018-06-24 14:00:00,6.521,2.756,0.3,0.0315,0.9,0.96,50400,Weekend,Sunday,Medium_Load
2018-06-24 14:15:00,7.043,3.152,0.511,0.03248,0.87,0.97,51300,Weekend,Sunday,Medium_Load
2018-06-24 14:30:00,6.616,2.502,0.629,0.03105,0.88,0.94,52200,Weekend,Sunday,Medium_Load
2018-06-24 14:45:00,6.575,2.743,0.406,0.02925,0.91,0.94,53100,Weekend,Sunday,Medium_Load
2018-06-24 15:00:00,6.658,2.024,0.209,0.03173,0.83,0.96,54000,Weekend,Sunday,Medium_Load
2018-06-24 15:15:00,6.726,2.347,0.358,0.02844,0.9,0.96,54900,Weekend,Sunday,Medium_Load
2018-06-24 15:30:00,6.42,3.16,0.27,0.02802,0.88,0.95,55800,Weekend,Sunday,Medium_Load
2018-06-24 15:45:00,6.537,2.297,0.324,0.02929,0.86,0.94,56700,Weekend,Sunday,Medium_Load
2018-06-24 16:00:00,6.523,2.709,0.544,0.02892,0.89,0.97,57600,Weekend,Sunday,Medium_Load
2018-06-24 16:15:00,6.889,2.383,0.725,0.03119,0.88,1.0,58500,Weekend,Sunday,Medium_Load
2018-06-24 16:30:00,6.457,1.961,0.599,0.02797,0.9,0.97,59400,Weekend,Sunday,Medium_Load
2018-06-24 16:45:00,6.239,3.648,0.025,0.02973,0.89,0.94,60300,Weekend,Sunday,Medium_Load
2018-06-24 17:00:00,6.186,2.635,0.459,0.02833,0.87,0.96,61200,Weekend,Sunday,Medium_Load
2018-06-24 17:15:00,6.31,2.771,0.253,0.0305,0.89,0.98,62100,Weekend,Sunday,Medium_Load
2018-06-24 17:30:00,7.018,2.492,0.76,0.03436,0.88,0.92,63000,Weekend,Sunday,Medium_Load
2018-06-24 17:45:00,6.682,2.53,0.497,0.03064,0.9,0.95,63900,Weekend,Sunday,Medium_Load
2018-06-24 18:00:00,6.803,2.472,0.522,0.02964,0.88,0.96,64800,Weekend,Sunday,Medium_Load
2018-06-24 18:15:00,6.812,3.557,0.325,0.03057,0.86,0.95,65700,Weekend,Sunday,Medium_Load
2018-06-24 18:30:00,6.692,2.898,0.135,0.03304,0.88,0.94,66600,Weekend,Sunday,Medium_Load
2018-06-24 18:45:00,6.659,3.828,0.393,0.0297,0.88,0.95,67500,Weekend,Sunday,Medium_Load
2018-06-24 19:00:00,6.939,3.455,0.172,0.034,0.89,0.96,68400,Weekend,Sunday,Medium_Load
2018-06-24 19:15:00,6.714,3.238,0.308,0.03091,0.91,0.96,69300,Weekend,Sunday,Medium_Load
2018-06-24 19:30:00,7.028,2.517,0.543,0.03201,0.89,0.93,70200,Weekend,Sunday,Medium_Load
2018-06-24 19:45:00,6.833,3.858,0.024,0.03102,0.88,0.95,71100,Weekend,Sunday,Medium_Load
2018-06-24 20:00:00,6.524,1.598,0.335,0.02977,0.9,0.95,72000,Weekend,Sunday,Medium_Load
2018-06-24 20:15:00,6.554,2.984,0.422,0.03139,0.86,0.98,72900,Weekend,Sunday,Medium_Load
2018-06-24 20:30:00,6.496,2.605,0.218,0.02768,0.9,0.94,73800,Weekend,Sunday,Medium_Load
2018-06-24 20:45:00,6.982,2.793,0.233,0.03222,0.91,0.92,74700,Weekend,Sunday,Medium_Load
2018-06-24 21:00:00,6.577,2.784,0.053,0.03115,0.89,0.91,75600,Weekend,Sunday,Medium_Load
2018-06-24 21:15:00,6.478,2.598,0.396,0.02989,0.88,0.94,76500,Weekend,Sunday,Medium_Load
2018-06-24 21:30:00,6.758,1.989,0.329,0.02943,0.92,0.93,77400,Weekend,Sunday,Medium_Load
2018-06-24 21:45:00,6.654,2.807,0.247,0.02866,0.89,0.98,78300,Weekend,Sunday,Medium_Load
2018-06-24 22:00:00,3.042,0.955,0.102,0.01308,0.93,0.94,79200,Weekend,Sunday,Light_Load
2018-06-24 22:15:00,3.44,1.401,0.316,0.01468,0.9,0.95,80100,Weekend,Sunday,Light_Load
2018-06-24 22:30:00,3.196,1.435,0.203,0.01273,0.89,0.96,81000,Weekend,Sunday,Light_Load
2018-06-24 22:45:00,2.975,1.708,0.182,0.01461,0.9,0.92,81900,Weekend,Sunday,Light_Load
2018-06-24 23:00:00,2.616,1.254,0.181,0.01282,0.92,0.96,82800,Weekend,Sunday,Light_Load
2018-06-24 23:15:00,2.843,1.376,0.316,0.01335,0.89,0.93,83700,Weekend,Sunday,Light_Load
2018-06-24 23:30:00,3.146,1.789,0.065,0.01365,0.87,0.95,84600,Weekend,Sunday,Light_Load
2018-06-24 23:45:00,2.675,1.456,0.288,0.01255,0.89,0.94,85500,Weekend,Sunday,Light_Load
2018-06-25 00:00:00,3.503,1.339,0.542,0.01589,0.9,0.95,0,Weekday,Monday,Light_Load
2018-06-25 00:15:00,2.972,1.274,0.211,0.01243,0.9,0.94,900,Weekday,Monday,Light_Load
2018-06-25 00:30:00,2.98,1.938,0.0,0.01311,0.85,0.96,1800,Weekday,Monday,Light_Load
2018-06-25 00:45:00,2.801,1.544,0.236,0.01172,0.86,0.96,2700,Weekday,Monday,Light_Load
2018-06-25 01:00:00,3.092,1.104,0.328,0.01544,0.87,0.97,3600,Weekday,Monday,Light_Load
2018-06-25 01:15:00,2.678,1.289,0.0,0.01218,0.86,0.98,4500,Weekday,Monday,Light_Load
2018-06-25 01:30:00,3.509,1.085,0.283,0.01463,0.91,0.99,5400,Weekday,Monday,Light_Load
2018-06-25 01:45:00,3.297,1.862,0.04,0.01469,0.92,1.0,6300,Weekday,Monday,Light_Load
2018-06-25 02:00:00,3.214,1.557,0.344,0.01317,0.86,0.95,7200,Weekday,Monday,Light_Load
2018-06-25 02:15:00,2.62,1.172,0.098,0.01197,0.87,0.95,8100,Weekday,Monday,Light_Load
2018-06-25 02:30:00,3.019,2.316,0.313,0.01247,0.89,0.92,9000,Weekday,Monday,Light_Load
2018-06-25 02:45:00,3.27,1.314,0.309,0.01512,0.9,0.9,9900,Weekday,Monday,Light_Load
2018-06-25 03:00:00,3.116,0.789,0.086,0.01386,0.89,0.92,10800,Weekday,Monday,Light_Load
2018-06-25 03:15:00,2.717,1.638,0.0,0.01196,0.86,0.94,11700,Weekday,Monday,Light_Load
2018-06-25 03:30:00,2.805,1.226,0.029,0.01239,0.91,0.96,12600,Weekday,Monday,Light_Load
2018-06-25 03:45:00,2.855,1.281,0.156,0.01178,0.86,0.94,13500,Weekday,Monday,Light_Load
2018-06-25 04:00:00,2.817,1.945,0.0,0.01323,0.87,0.96,14400,Weekday,Monday,Light_Load
2018-06-25 04:15:00,3.35,1.094,0.053,0.01512,0.91,0.96,15300,Weekday,Monday,Light_Load
2018-06-25 04:30:00,2.488,1.393,0.209,0.01065,0.88,0.93,16200,Weekday,Monday,Light_Load
2018-06-25 04:45:00,3.132,1.285,0.258,0.01424,0.88,0.98,17100,Weekday,Monday,Light_Load
2018-06-25 05:00:00,2.645,0.257,0.318,0.01186,0.92,0.94,18000,Weekday,Monday,Light_Load
2018-06-25 05:15:00,2.728,1.251,0.345,0.01113,0.9,0.95,18900,Weekday,Monday,Light_Load
2018-06-25 05:30:00,2.466,0.29,0.238,0.01064,0.94,0.97,19800,Weekday,Monday,Light_Load
2018-06-25 05:45:00,2.831,1.062,0.133,0.01269,0.86,0.94,20700,Weekday,Monday,Light_Load
2018-06-25 06:00:00,7.056,1.794,0.466,0.03407,0.89,0.97,21600,Weekday,Monday,Medium_Load
2018-06-25 06:15:00,6.744,2.01,0.251,0.03009,0.92,0.98,22500,Weekday,Monday,Medium_Load
2018-06-25 06:30:00,6.378,2.793,0.391,0.02943,0.91,0.96,23400,Weekday,Monday,Medium_Load
2018-06-25 06:45:00,6.932,2.336,0.735,0.0321,0.91,0.94,24300,Weekday,Monday,Medium_Load
2018-06-25 07:00:00,6.986,2.658,0.667,0.02909,0.87,0.95,25200,Weekday,Monday,Medium_Load
2018-06-25 07:15:00,6.704,3.11,0.555,0.03236,0.86,0.97,26100,Weekday,Monday,Medium_Load
2018-06-25 07:30:00,7.187,2.533,0.605,0.03221,0.89,0.96,27000,Weekday,Monday,Medium_Load
2018-06-25 07:45:00,6.883,2.137,0.851,0.03037,0.9,0.94,27900,Weekday,Monday,Medium_Load
2018-06-25 08:00:00,12.043,4.999,0.655,0.05812,0.89,0.97,28800,Weekday,Monday,Maximum_Load
2018-06-25 08:15:00,11.671,4.611,0.768,0.04867,0.86,0.93,29700,Weekday,Monday,Maximum_Load
2018-06-25 08:30:00,12.029,6.621,0.659,0.05371,0.88,0.95,30600,Weekday,Monday,Maximum_Load
2018-06-25 08:45:00,11.926,3.98,1.079,0.05862,0.89,0.98,31500,Weekday,Monday,Maximum_Load
2018-06-25 09:00:00,12.002,5.661,0.389,0.0573,0.88,0.94,32400,Weekday,Monday,Maximum_Load
2018-06-25 09:15:00,11.701,4.392,0.61,0.05426,0.9,0.97,33300,Weekday,Monday,Maximum_Load
2018-06-25 09:30:00,11.904,4.089,0.46,0.05603,0.89,0.96,34200,Weekday,Monday,Maximum_Load
2018-06-25 09:45:00,11.668,4.847,0.522,0.05313,0.87,0.93,35100,Weekday,Monday,Maximum_Load
2018-06-25 10:00:00,11.335,4.007,1.057,0.04615,0.91,0.94,36000,Weekday,Monday,Maximum_Load
2018-06-25 10:15:00,12.122,4.3,0.54,0.05527,0.86,0.98,36900,Weekday,Monday,Maximum_Load
2018-06-25 10:30:00,11.496,5.482,0.693,0.05091,0.88,0.95,37800,Weekday,Monday,Maximum_Load
2018-06-25 10:45:00,11.899,6.027,0.443,0.05182,0.82,0.96,38700,Weekday,Monday,Maximum_Load
2018-06-25 11:00:00,11.955,4.414,1.314,0.05369,0.9,0.97,39600,Weekday,Monday,Maximum_Load
2018-06-25 11:15:00,11.954,4.224,0.294,0.0476,0.9,0.95,40500,Weekday,Monday,Maximum_Load
2018-06-25 11:30:00,11.801,4.94,1.138,0.05401,0.87,0.93,41400,Weekday,Monday,Maximum_Load
2018-06-25 11:45:00,11.94,5.0,1.188,0.05506,0.88,0.96,42300,Weekday,Monday,Maximum_Load
2018-06-25 12:00:00,11.99,6.466,1.149,0.05698,0.89,0.98,43200,Weekday,Monday,Maximum_Load
2018-06-25 12:15:00,12.056,6.318,0.692,0.05612,0.86,0.96,44100,Weekday,Monday,Maximum_Load
2018-06-25 12:30:00,12.305,4.619,0.728,0.05057,0.85,0.91,45000,Weekday,Monday,Maximum_Load
2018-06-25 12:45:00,11.931,5.885,0.405,0.0572,0.83,0.94,45900,Weekday,Monday,Maximum_Load
2018-06-25 13:00:00,11.888,5.217,0.322,0.05905,0.86,0.94,46800,Weekday,Monday,Maximum_Load
2018-06-25 13:15:00,11.645,5.282,1.174,0.04707,0.92,0.97,47700,Weekday,Monday,Maximum_Load
2018-06-25 13:30:00,11.981,4.199,1.098,0.05419,0.91,0.94,48600,Weekday,Monday,Maximum_Load
2018-06-25 13:45:00,12.039,3.947,0.639,0.0549,0.87,0.93,49500,Weekday,Monday,Maximum_Load
2018-06-25 14:00:00,11.824,5.128,1.226,0.05601,0.85,0.96,50400,Weekday,Monday,Maximum_Load
2018-06-25 14:15:00,12.008,5.815,1.145,0.05111,0.89,0.94,51300,Weekday,Monday,Maximum_Load
2018-06-25 14:30:00,11.799,6.96,0.734,0.0549,0.84,0.94,52200,Weekday,Monday,Maximum_Load
2018-06-25 14:45:00,12.04,5.523,0.847,0.05527,0.87,0.98,53100,Weekday,Monday,Maximum_Load
2018-06-25 15:00:00,12.1,4.583,0.709,0.05076,0.89,0.97,54000,Weekday,Monday,Maximum_Load
2018-06-25 15:15:00,12.097,6.835,1.002,0.05548,0.88,0.97,54900,Weekday,Monday,Maximum_Load
2018-06-25 15:30:00,11.901,4.963,0.791,0.05777,0.86,0.92,55800,Weekday,Monday,Maximum_Load
2018-06-25 15:45:00,11.612,4.07,0.686,0.05383,0.88,0.93,56700,Weekday,Monday,Maximum_Load
2018-06-25 16:00:00,11.719,4.865,0.559,0.04926,0.89,0.91,57600,Weekday,Monday,Maximum_Load
2018-06-25 16:15:00,12.021,4.169,0.838,0.05403,0.85,0.94,58500,Weekday,Monday,Maximum_Load
2018-06-25 16:30:00,12.484,6.668,0.259,0.05006,0.87,0.97,59400,Weekday,Monday,Maximum_Load
2018-06-25 16:45:00,11.787,4.612,0.196,0.05194,0.91,0.96,60300,Weekday,Monday,Maximum_Load
2018-06-25 17:00:00,11.986,3.745,0.762,0.05428,0.9,0.98,61200,Weekday,Monday,Maximum_Load
2018-06-25 17:15:00,11.733,4.579,0.634,0.05222,0.87,0.94,62100,Weekday,Monday,Maximum_Load
2018-06-25 17:30:00,11.629,5.077,0.608,0.04745,0.87,0.96,63000,Weekday,Monday,Maximum_Load
2018-06-25 17:45:00,11.703,4.943,0.378,0.05294,0.9,0.95,63900,Weekday,Monday,Maximum_Load
2018-06-25 18:00:00,11.351,4.561,1.059,0.05598,0.9,0.92,64800,Weekday,Monday,Maximum_Load
2018-06-25 18:15:00,12.21,5.715,0.425,0.05455,0.87,0.94,65700,Weekday,Monday,Maximum_Load
2018-06-25 18:30:00,11.314,4.362,0.511,0.04524,0.86,0.92,66600,Weekday,Monday,Maximum_Load
2018-06-25 18:45:00,11.806,3.764,0.673,0.05228,0.9,0.98,67500,Weekday,Monday,Maximum_Load
2018-06-25 19:00:00,11.577,5.286,0.578,0.05228,0.89,0.98,68400,Weekday,Monday,Maximum_Load
2018-06-25 19:15:00,11.651,3.652,0.771,0.05589,0.85,0.91,69300,Weekday,Monday,Maximum_Load
2018-06-25 19:30:00,12.216,5.881,0.853,0.05684,0.89,0.94,70200,Weekday,Monday,Maximum_Load
2018-06-25 19:45:00,11.922,4.617,0.776,0.0502,0.88,0.95,71100,Weekday,Monday,Maximum_Load
2018-06-25 20:00:00,6.437,2.686,0.364,0.02605,0.87,0.93,72000,Weekday,Monday,Medium_Load
2018-06-25 20:15:00,6.531,2.022,0.361,0.03018,0.89,0.93,72900,Weekday,Monday,Medium_Load
2018-06-25 20:30:00,6.487,2.628,0.291,0.0288,0.87,0.96,73800,Weekday,Monday,Medium_Load
2018-06-25 20:45:00,6.667,3.419,0.245,0.02958,0.89,0.95,74700,Weekday,Monday,Medium_Load
2018-06-25 21:00:00,6.721,2.783,0.011,0.0305,0.88,0.96,75600,Weekday,Monday,Medium_Load
2018-06-25 21:15:00,7.152,2.986,0.687,0.03252,0.95,0.95,76500,Weekday,Monday,Medium_Load
2018-06-25 21:30:00,6.199,1.551,0.099,0.0276,0.93,0.92,77400,Weekday,Monday,Medium_Load
2018-06-25 21:45:00,6.669,2.482,0.66,0.02861,0.87,0.94,78300,Weekday,Monday,Medium_Load
2018-06-25 22:00:00,2.889,1.66,0.127,0.01325,0.9,0.98,79200,Weekday,Monday,Light_Load
2018-06-25 22:15:00,3.205,1.297,0.261,0.01537,0.88,0.95,80100,Weekday,Monday,Light_Load
2018-06-25 22:30:00,3.057,0.726,0.243,0.01353,0.88,0.99,81000,Weekday,Monday,Light_Load
2018-06-25 22:45:00,3.116,1.32,0.141,0.01223,0.86,0.94,81900,Weekday,Monday,Light_Load
2018-06-25 23:00:00,3.054,1.263,0.35,0.01272,0.91,0.94,82800,Weekday,Monday,Light_Load
2018-06-25 23:15:00,2.735,1.999,0.146,0.01344,0.84,0.97,83700,Weekday,Monday,Light_Load
2018-06-25 23:30:00,3.271,0.992,0.038,0.0158,0.91,0.95,84600,Weekday,Monday,Light_Load
2018-06-25 23:45:00,3.168,1.195,0.125,0.01426,0.87,0.95,85500,Weekday,Monday,Light_Load
2018-06-26 00:00:00,3.197,1.811,0.082,0.01468,0.88,0.93,0,Weekday,Tuesday,Light_Load
